"bs","pz_amor","vl_recuperacao","EAD","lgd","COD_OR_REC","COD_tp_garantia","tempo_sobrev1","tempo_sobrev2"
70,240,22871.9,24622.85,0.6414759493,1,2,35,47
24.98,180,16875.97,24412.75,0.6331888474,1,2,39,47
0,180,0,30124.61,1,1,2,79,1
1,240,47061.29,52288.05,1,4,2,55,42
24.98,70,69678.71,62342.78,0,1,2,47,5
8,180,0,22970.93,0.5880309661,1,2,62,27
2,180,19179.46,19449.17,0,1,2,45,19
25,120,93581.69,94369.18,0,1,2,54,5
1,180,18697.27,19097.39,0.0209515541,1,2,84,4
24.98,180,73497.03,89264.88,0,1,2,37,6
24.98,180,31044.23,36542.01,0.0123616587,1,2,54,1
24.98,240,65382.97,76682.44,0,4,2,30,21
24.98,120,10950.86,15091.16,0,1,2,36,12
3,180,0,26101.89,0.655220199,1,2,59,39
31,180,25135.49,24919.92,0,1,2,86,1
7,180,0,11238.71,1,1,2,99,1
83,180,19116.75,31909.69,0.6734196204,4,2,41,55
3,180,29603.75,26521.2,0,1,2,63,10
24.98,180,16545.53,20266.99,0,1,2,53,13
24.98,180,9363.55,8448.57,0,1,2,71,5
7,180,132731.39,139067.96,0,1,2,65,1
3,96,0,11608.69,0,1,2,71,8
4,204,45417.17,47359.4,0.0410104435,4,3,79,4
38,240,75044.56,86280.19,0.1302225922,1,2,87,3
90,204,10884.43,29123.68,0.7450841433,4,3,38,51
12,180,0,29901.86,1,1,2,90,9
1,240,10447.46,8559.08,0,4,2,76,19
9,204,15087.7,15441.2,0,4,3,36,1
36,240,0,11184.33,0.7904899588,4,2,64,14
24.98,185,57335.73,69324.26,0,1,2,27,16
24.98,240,67834.6,69446.96,0,1,2,19,21
10,220,5686.84,6510.59,0.1265246314,3,2,65,18
94,232,15244.25,18060.11,0.9161156826,3,2,24,59
24.98,240,23890.55,28143.28,0,1,2,31,12
93,228,22755.72,72239.61,0.6970028752,4,2,44,40
1,236,14260.36,14345.09,0.9477716766,3,2,55,28
24.98,240,16202.43,20609.86,0.6563613819,1,2,35,28
24.98,240,65257.18,63950.73,0,4,2,32,2
4,232,15190.65,18060.11,0.9363193247,3,2,24,59
6,240,0,27121.68,0.7538239696,4,2,50,2
24.98,240,24904.11,28208.55,0.1171432066,1,2,53,5
94,232,15175.91,18183.33,0.9056745932,3,2,24,59
3,204,35037.65,58589.41,0.6736205043,1,2,19,63
94,232,15190.64,18060.11,0.9116555768,3,2,24,59
13,229,16277.49,19497.3,0.9137136937,3,2,23,60
1,236,9493.28,9622.66,0.9672346316,3,2,23,63
56,232,15190.65,18060.11,0.9235813071,3,2,24,59
44,240,0,55454.9,1,1,2,63,1
44,240,0,62503.8,1,1,2,86,3
24.98,240,30634.71,29366.73,0,4,2,35,10
17,220,5663.63,7137.24,0.908732227,3,2,18,65
1,220,5686.83,7181.52,0.9013370429,3,2,45,38
24.98,72,53514.47,79089.61,0.0261346264,1,2,41,3
24.98,180,73601.12,77511.6,0,5,2,28,1
90,240,20568.79,22880.56,0,1,2,64,9
1,236,14260.36,14377.84,1,3,2,58,25
26,236,14260.36,14336.48,0.9520509916,3,2,54,29
24.98,204,29261.12,28073.6,0,4,3,17,5
24.98,120,15185.23,18760.74,0.0148943697,1,2,60,7
24.98,240,75484.08,74425.76,0,4,2,23,1
24.98,232,116477.99,105430.04,0,1,2,47,8
5,240,0,123123.78,0.708239335,1,2,24,52
64,229,15067.1,17982.23,0.944168215,3,2,23,60
56,229,15067.1,17871.93,0.927476775,3,2,27,56
1,180,0,51938.14,0.6146675606,4,3,66,2
24.98,180,23410.22,29423.35,0,2,2,42,14
94,232,15190.65,18060.11,0.9281405263,3,2,24,59
24.98,194,34222.74,37962.4,0,4,3,31,16
24.98,230,10496.91,11653.71,0.9214233064,3,4,38,46
0,230,84341.86,59933.66,1,4,2,59,26
94,229,15067.1,17905.72,0.91857574,3,2,25,58
1,236,14260.36,14407.29,0.9951239963,3,2,24,59
24.98,240,25708.5,24105.43,0,4,2,25,6
2,180,77834.45,58139.06,0,1,2,30,5
2,240,32983.08,31883.51,0,4,2,48,8
52,240,0,30874.01,1,5,2,63,5
1,235,8922.31,12230.23,0.9201094338,3,2,26,60
44,204,0,20328.32,0.7217261809,4,3,44,1
1,230,10496.9,11645.76,0.9420097958,3,4,38,46
94,229,15067.11,17982.23,0.9092125949,3,2,23,60
24.98,232,15273.11,18060.11,0.9280397517,3,2,24,59
1,235,8931.11,11607.59,1,3,2,38,48
94,225,16278.97,18980.12,0.9058404267,3,2,31,54
4,232,8996.74,18060.11,0.9508829127,3,2,24,59
94,240,27554.99,34906.77,0.7517802734,4,2,47,29
24.98,204,51091.45,65824.65,0.608342409,1,2,22,45
24.98,239,12354.87,67658.16,0.7501540817,4,2,44,29
1,240,16105.22,18801.17,0.9758084204,3,2,31,54
3,232,15973.48,18932.19,0.9271690174,3,2,24,59
90,240,19843.42,19673.88,0,4,2,24,8
30,240,58114.36,63650.89,0.7937505683,4,2,19,27
1,240,16829.91,18590.75,0.0947159206,3,2,69,16
8,240,31506.75,36791.2,0.7457137771,4,2,25,39
28,240,41224.66,44774.35,0,1,2,65,19
24.98,240,18881.36,17506.79,0,4,2,23,19
1,236,14260.36,14414.24,0.9951263473,3,2,24,59
5,220,5686.73,6692.82,0.1503237798,3,2,59,24
24.98,180,32152.89,35251.64,0,1,2,20,8
1,230,10496.9,11646.56,0.9382856397,3,4,38,46
64,230,10496.91,11645.76,0.9218324953,3,4,38,46
24.98,230,10496.92,11646.56,0.9353285434,3,4,38,46
1,230,10562.42,11646.56,0.9315815142,3,4,38,46
1,230,10496.9,11644.68,0.9420044175,3,4,38,46
94,240,16245.97,18947.23,0.9045543861,3,2,34,51
1,180,0,39580.3,1,1,2,78,13
24.98,201,101917.01,84166.62,0,1,2,37,11
94,232,15265.59,18067.33,0.916958953,3,2,24,59
24.98,240,309.1,6811.34,0,4,2,49,19
5,240,2972.51,6365.53,0.8299156277,4,2,37,50
76,204,14745.04,14638.13,0,4,3,52,6
24.98,180,85861.96,97594.32,0,1,2,27,5
24.98,204,16722.25,21408.16,0.7462048338,4,3,48,27
24.98,240,59453.21,68952.37,0,1,2,64,7
17,229,15067.1,17982.23,0.9556273054,3,2,23,60
4,220,5686.83,6458.05,0.1194199487,3,2,67,16
1,240,94591.67,99270.79,0.7161985089,1,2,25,53
5,236,9492.58,9603.5,0.0115499557,3,2,67,19
56,229,15067.1,17982.23,0.9389052415,3,2,23,60
1,236,5656.27,7067.61,0.1996912676,3,4,64,19
1,232,15190.65,18060.11,0.9385479933,3,2,24,59
24.98,240,120526.34,62790,1,1,2,27,44
22,120,35123.13,38114.34,0,1,2,48,2
24.98,240,68972.08,66299.28,0,4,2,24,4
24.98,204,30220.9,36925.3,0.7715924436,4,3,18,37
24.98,240,30995.77,28757.82,0,4,2,39,11
8,229,15067.09,18664.6,0.8757128468,3,2,43,40
24.98,240,27387.91,27061.03,0,4,2,53,2
1,236,14260.36,14395.16,0.9957027223,3,2,26,57
24.98,240,31247.52,35644.25,0,1,2,32,8
1,236,14260.36,14494.24,0.9332914316,3,2,31,52
64,236,14260.37,14407.29,0.9440838631,3,2,24,59
24.98,240,39193.49,44303.89,0,1,2,41,8
0,240,70004.43,53941.59,0.8324408631,4,2,35,44
24.98,240,6056.54,53368,0.6633867453,1,2,23,36
93,204,41475.09,42194.71,0,4,3,38,1
24.98,180,116094.52,101290.46,0,1,2,47,9
94,232,15190.66,18041.2,0.9175659047,3,2,24,59
24.98,180,12193.1,15639.56,0,1,2,21,15
24.98,240,94492.01,77684.41,0,1,2,38,13
94,234,7452.85,9897.26,0.8805164258,3,2,28,57
1,222,14426.12,24349.17,1,1,2,30,58
96,194,22059.2,37144.51,0.7387696026,4,3,25,28
94,230,36964.77,40655.34,0.6932276,4,2,44,42
24.98,226,403699.97,409341.07,0,1,2,21,0
94,234,7453.02,9279.88,0.8797204274,3,2,39,46
94,240,22741.97,29266.58,0.7365329363,4,2,37,53
94,232,15250.14,18060.11,0.9161156826,3,2,24,59
1,240,40238.47,34290.66,0,4,2,55,20
64,232,15180.72,18113.99,0.9312978532,3,2,24,59
1,232,15252.71,18090.26,0.9338743611,3,2,24,59
1,240,16842.86,20269.1,0.6440135828,1,2,56,26
1,236,14260.36,14422.82,0.9992948674,3,2,42,41
1,234,7452.99,8657.73,0.1391519486,3,2,63,22
24.98,239,46848.09,46282.11,0,1,2,32,1
24.98,204,2969.66,2915.14,0,4,3,58,1
56,229,15067.1,18001.08,0.8990488348,3,2,33,50
24.98,204,33495.2,41481.16,0,1,2,57,13
24.98,120,34577.52,32928.7,0,1,2,54,2
24.98,231,14325.99,13733.14,0,4,2,51,6
1,204,16214.63,22521.61,0.7616089163,4,3,26,60
1,240,0,37478.7,1,4,2,69,10
1,240,94965.01,43630.18,1,1,2,24,55
94,240,16104.24,18801.75,0.9034265427,3,2,33,52
3,240,11587.72,11038.64,0,4,2,46,14
90,232,15175.96,18182.93,0.912216568,3,2,24,59
1,236,4648.08,7915.15,0.8584335104,3,4,36,47
94,230,10496.9,11697.67,0.9042022899,3,4,38,46
24.98,240,30040.05,28796.06,0.7628212926,4,2,27,46
24.98,180,18494.58,15697.58,0,1,2,48,12
1,120,0,228229.46,1,1,2,76,3
94,240,5605.18,20212.91,0,4,2,67,11
10,240,22843.19,31612.76,0.7760809881,4,2,18,64
47,236,14260.37,14349.22,0.9586737119,3,2,32,51
1,230,10496.84,11646.56,0.9577652114,3,4,38,46
13,230,10496.9,11646.56,0.9263027023,3,4,38,46
24.98,180,54222.04,44990.28,0,1,2,28,13
1,240,47001.74,40464.97,0,5,2,50,24
0,220,0,142003.57,0.6564245724,1,2,23,19
1,236,4808.64,6073.56,0.8555410665,3,4,17,65
94,204,9239.84,11103.27,0,4,3,64,23
1,240,16278.97,18987.22,0.9441355817,3,2,31,54
24.98,240,30996.43,23652.18,0,1,2,43,18
94,232,15189.3,18071.38,0.9106388112,3,2,24,59
24.98,180,122409.94,112568.63,0,1,2,19,6
7,194,0,17733.05,0.7324644219,4,3,35,24
2,180,9051.05,38994.35,0.6870236065,4,3,40,50
96,180,63484.77,77609.07,0.1819929037,1,2,81,6
26,236,4603.24,6787.01,0,3,4,66,17
2,236,14260.38,14423,0.9657595507,3,2,42,41
64,232,15263.58,18071.38,0.9143197697,3,2,24,59
1,236,14260.37,14392.76,0.9863646722,3,2,27,56
3,120,6934.97,28015.39,0.6263668616,5,2,28,43
24.98,230,76343.01,76428.84,0,4,2,32,19
1,236,4954.45,7789.32,0.8672502863,3,4,39,44
5,240,129068.27,148826.58,0.6584458345,1,2,36,39
44,204,0,22133.02,0.8363644478,4,3,33,32
4,240,0,29721.35,0.6733449019,1,2,55,4
24.98,240,30301.7,32551.25,0,4,2,25,16
24.98,240,115060.23,100468.52,0,1,2,56,16
94,236,3553.01,5257.79,0.8724026635,3,4,56,26
24.98,204,13440.86,15222.6,0,4,3,37,17
1,240,27093.04,38799.79,1,1,2,39,50
4,204,11539.11,11480.99,0,4,3,77,2
24.98,226,8817.78,8742.2,0,4,2,53,1
64,234,7453.13,9265.41,0.9076770483,3,2,41,44
1,230,10496.9,11646.05,0.9460280524,3,4,38,46
24.98,204,39374.24,44647.34,0,4,3,61,5
24.98,194,13328.73,15429.29,0,4,3,60,11
24.98,240,81869.48,75456.41,0,4,2,46,13
7,240,0,18952.48,0.7815080748,4,2,40,4
1,236,4978.98,6353.69,0.9139555125,3,4,18,64
94,236,3585.94,5640.18,0.8923598183,3,4,18,64
70,220,5686.85,7109.63,0.8754196773,3,2,46,37
13,230,0,49140.7,0.7682613893,4,2,46,27
76,230,10475.66,11650.56,0.9298042326,3,4,38,46
24.98,240,54867.85,51382.95,0,1,2,58,5
7,240,15541.56,15120.54,0,4,2,32,9
1,180,0,63428.48,0,1,2,50,15
1,229,16275.16,19497.3,0.9678263144,3,2,23,60
8,236,14260.36,14440.1,0.9635819697,3,2,34,49
40,180,37150.46,43297.2,0.1419662241,5,2,76,5
93,180,17668.79,17552.39,0,4,3,19,4
56,240,9673.27,10445.9,0,4,2,41,12
13,240,16375.59,18986.02,0.9222491075,3,2,31,54
24.98,240,140955.06,134987,0,1,2,27,6
1,236,14260.36,14387.64,0.9957004762,3,2,30,53
94,230,10496.91,11646.56,0.918112301,3,4,38,46
1,230,10496.9,11646.56,0.9414608262,3,4,38,46
4,236,4915.38,6753.04,0.2721233696,3,4,72,11
4,228,0,39018.67,0.7827791551,4,2,32,30
7,240,11744.75,12128.1,0.7902540298,4,2,53,25
95,240,46718.07,64008.54,0.6295430733,1,2,39,44
24.98,60,0,32476,0.00893708,1,2,32,7
91,239,17633.53,25667.14,0.7019448452,4,2,34,59
16,230,10496.9,11652.85,0.9241576095,3,4,38,46
94,240,43515.2,44305.39,0,4,2,41,6
24.98,204,27993.97,25838.61,0,1,2,40,5
10,240,19891.5,18517.38,0,1,2,73,4
89,84,36154.75,37975.47,0,5,2,47,2
56,230,10496.9,11646.56,0.9257789425,3,4,38,46
24.98,236,131833.53,117758.31,0,1,2,53,6
0,204,31272.94,29489.81,0,4,3,71,7
94,240,15532.79,16496.21,0,4,2,40,13
94,194,16665.95,21655,0.7031571227,4,3,28,50
24.98,180,45205.35,57960.3,0,1,2,30,22
1,204,13017.95,13067.26,0.0037735531,4,3,75,1
24.98,72,11465.71,17902.11,0.0357964672,4,3,54,4
4,240,16278.97,18978.06,0.927630116,3,2,33,52
4,192,0,37984.3,0.688391584,4,3,41,5
70,60,28489.88,26558.91,0,1,2,35,4
24.98,240,53127.03,52825.16,0,1,2,26,0
24.98,239,24700.79,29667.8,0.0183843422,1,2,45,8
11,240,35046.43,34258.33,0,4,2,49,4
1,236,7675.03,8080.79,1,3,4,29,54
24.98,240,27683.7,29117.32,0,1,2,42,12
1,236,4573.99,5701.97,0.9640299756,3,4,37,45
24.98,240,12266.83,13630.66,0,4,2,37,10
53,204,49184.86,50907.28,0,4,3,50,1
24.98,240,47630.76,40314.71,0,4,2,27,14
0,240,16104.24,18789.26,0.9428806669,3,2,33,52
5,240,0,37344.51,1,4,2,61,2
24.98,239,112352.07,113689.44,0,5,2,53,6
1,240,0,10508.12,0.7917628335,4,2,58,6
89,180,46837.43,47626.12,0,1,2,56,1
94,240,16104.24,18818.98,0.9039172155,3,2,33,52
1,180,1104.71,14332.09,0,1,2,75,17
1,226,8529.29,9515.38,0.103631174,4,2,75,10
90,204,0,15208.02,1,4,3,68,1
24.98,180,18425,23324.48,0.7468385176,4,3,20,30
24.98,240,43981.05,42492.05,0,1,2,49,2
24.98,240,83163.54,91069.64,0,1,2,22,23
1,240,0,79055.67,0.7660946541,4,2,46,9
24.98,60,0,15278.3,0.1815094542,5,2,44,16
86,204,9539.22,12408.19,0.7493329363,4,3,40,39
1,204,0,9280.79,1,4,3,73,15
94,180,16732.32,17004.4,0,4,3,45,2
25,240,16105.22,18781.71,0.9194471643,3,2,32,53
0,120,0,2495.53,1,4,3,71,1
24.98,240,5247.14,18907.24,0.7809024839,4,2,37,28
4,230,10496.9,11645.76,0.9244609197,3,4,38,46
1,230,10496.9,11646.56,0.9413011224,3,4,38,46
2,240,0,74087.55,0.7846083522,4,2,36,26
24.98,194,9435.85,11112.15,0,4,3,24,21
94,240,35175.54,35247.47,0,1,2,33,1
24.98,228,16712.07,15744.68,0,4,2,41,8
94,193,18027.51,27639,0.7166412301,4,3,32,48
74,204,9872.8,11436.75,0,4,3,60,13
56,194,0,10156.69,0.7271352627,4,3,46,10
4,240,14500.75,18780.95,0.7799065006,4,2,39,45
1,230,10563.33,11653.71,0.9345650441,3,4,38,46
75,240,16731.9,19467.93,0.9125941998,3,2,33,52
24.98,240,13342.68,13916.63,0,4,2,47,14
1,240,22128.19,23106.17,0.0423254914,4,2,60,3
24.98,240,167176.27,133168.96,0,1,2,56,19
1,230,10562.42,11646.56,0.9368027984,3,4,38,46
1,240,16104.47,19101.42,0.9797962665,3,2,49,36
1,204,0,12162.44,0.7657825862,4,3,40,12
0,120,43282.76,52987.24,0.5465944526,5,2,44,31
1,236,6679.88,6172.09,1,3,4,25,57
1,236,5599.38,5817.93,1,3,4,43,39
24.98,228,23494.17,21619.36,0,4,2,37,10
24.98,120,32968.99,32148.76,0,1,2,57,2
94,240,35974.88,36908.04,0,4,2,40,7
61,240,20499.93,19160.86,0,4,2,34,15
24.98,180,41911.31,52886.92,0,1,2,48,21
8,240,0,16513.34,0.822688628,4,2,36,45
24.98,204,8832.83,9847.77,0.0074613901,4,3,60,6
4,230,10496.9,11646.56,0.9203275474,3,4,38,46
31,228,14943.83,17705.11,0.7851299857,4,2,41,34
92,239,24774.07,24433.17,0,4,2,30,3
94,240,16731.33,19465.28,0.8985701721,3,2,33,52
24.98,240,125730.65,119075.45,0,1,2,50,4
24.98,180,14124.65,58813.03,1,1,2,26,44
70,230,10496.9,11646.56,0.9465404377,3,4,38,46
1,232,15190.65,18060.11,0.9272479514,3,2,24,59
1,226,8926.43,10226.05,0,4,2,60,19
24.98,180,143702.27,129162.35,0,1,2,31,8
1,230,10557.52,11646.56,0.9420137792,3,4,38,46
1,235,8959.24,11734.32,0.9773323039,3,2,37,49
56,194,22553.26,32217.76,0.2124678832,4,3,25,5
24.98,240,63661.15,57393.23,0,1,2,22,7
70,236,4828.18,7505.98,0.8419167117,3,4,50,33
24,180,0,53504.38,1,1,2,72,4
83,240,74644.59,98679.42,0.6253618112,1,2,31,32
24.98,240,71817.42,66270,0,1,2,33,5
1,230,10496.91,11646.56,0.9342037477,3,4,38,46
24.98,204,39567.82,45781.63,0.7559240094,4,3,41,35
94,230,10498.54,11807.15,0.8868821011,3,4,38,46
30,230,10496.9,11653.71,0.9339669513,3,4,38,46
1,230,10496.9,11646.56,0.9413097086,3,4,38,46
1,240,0,29809.86,0.674539136,5,2,28,19
24.98,230,59557.35,66560.46,0.7105325818,4,2,41,30
1,204,51002.88,51114.06,0,4,3,21,2
94,204,18105.27,18879.67,0,4,3,23,3
4,204,0,16814.63,1,4,3,77,12
24.98,226,11752.53,13329.06,0,4,2,44,16
94,240,16730.88,19505.89,0.9225659532,3,2,31,54
94,230,10496.9,11645.76,0.9293030253,3,4,38,46
24.98,239,22865,27048.59,0,4,2,27,24
94,230,10496.84,11645.76,0.9181066757,3,4,38,46
24.98,204,17763.85,36424.36,0.7574505811,4,3,26,44
56,230,10496.84,11634.97,0.9343865949,3,4,39,45
94,204,10269.98,10484.54,0,4,3,47,1
24.98,240,9628.04,12089.08,0.7659347324,4,2,32,41
24.98,240,7215.21,15538.67,0.4304158411,4,2,58,10
3,194,60823.37,54288.31,0,4,3,60,12
24.98,120,63162.82,58238.39,0,1,2,48,5
24.98,102,2511.88,4351.53,0.4227593513,4,2,63,8
5,239,0,45389.54,1,1,2,82,10
0,240,132783.65,131347.15,0,1,2,27,0
36,204,0,87811.74,0.6987811702,4,3,65,10
1,240,110068.41,72145.33,1,1,2,45,28
24.98,240,369692.81,352923.2,0,1,2,18,3
94,240,9855.34,10184.5,0,4,2,32,1
90,234,7400.84,8493.75,0.128672259,3,2,63,22
56,239,36222.82,46592.48,0.6576985433,1,2,56,26
64,230,10496.9,11646.56,0.943563593,3,4,38,46
94,230,10496.9,11646.56,0.918112301,3,4,38,46
24.98,204,11677.71,12213.48,0.0334091286,4,3,37,4
94,240,16279.5,18976.1,0.9096500335,3,2,32,53
1,228,0,17658.57,0,4,2,36,23
2,204,0,10983.7,0.760333136,4,3,62,1
24.98,240,45834.84,49025,0.6128863501,1,2,25,35
1,204,21551.55,21932.47,0,4,3,42,2
13,230,10496.9,11646.56,0.9345806831,3,4,38,46
76,232,14711.12,18116.69,0.9255504179,3,2,24,59
24.98,230,10496.9,11646.56,0.943433941,3,4,38,46
24.98,204,85084.11,81036.22,0,4,3,23,4
24.98,240,183401.52,117131.64,1,1,2,34,30
56,230,10496.9,11650.01,0.9322884701,3,4,38,46
1,230,10562.42,11646.56,0.9390309242,3,4,38,46
4,95,49491.6,55137.27,0,1,2,35,1
56,230,10496.91,11653.71,0.9199945768,3,4,38,46
7,234,7400.86,8611.04,1,3,2,60,25
2,204,0,51817.49,0.6592112167,1,2,55,25
24.98,204,76408.7,77832.59,0,4,3,31,8
24.98,240,68827.52,66732.97,0,4,2,50,3
1,230,10496.9,11646.56,0.9452765452,3,4,38,46
24.98,72,92845.51,97093.99,0.0437563643,1,2,17,3
17,240,0,46030.99,1,1,2,67,14
4,240,77769,78588.85,0,1,2,31,5
37,230,10496.9,11697.67,0.9152480793,3,4,38,46
44,240,11052.56,11197.32,0,4,2,35,12
2,240,16246.95,18919.13,0.9242824591,3,2,33,52
2,240,0,25532.9,1,4,2,76,9
0,84,0,40037.2,1,1,2,26,58
1,240,38928.34,23727,1,1,2,59,27
70,240,16724.47,19775.92,0.9037986602,3,2,31,54
24.98,230,10496.91,11621.78,0.9264699555,3,4,38,46
96,204,53094.69,54355.96,0,4,3,39,4
10,230,10496.9,11646.56,0.9225453696,3,4,38,46
1,230,10496.91,11652.56,0.94892367,3,4,38,46
13,228,13671.81,17743.38,0.772116254,4,2,41,45
24.98,240,53366.06,41982.24,1,4,2,32,29
94,230,10496.85,11807.15,0.8919951047,3,4,38,46
4,234,7452.99,9186.38,0.902306458,3,2,46,39
24.98,240,69918.22,81654.33,0.1437291813,1,2,65,2
94,240,35116.18,42613.4,0.708664221,4,2,19,57
24,240,0,71196.42,0.6939479018,1,2,31,37
1,196,14321.63,17972.51,0.9057972426,3,2,23,60
1,236,14260.36,14428.25,0.9957125778,3,2,26,57
1,228,9292.44,10923.81,0,4,2,73,15
24.98,231,4132.65,5763.94,0.816571633,4,2,37,47
0,240,19170.13,21948.29,0.1265775147,4,2,68,2
94,228,54513.56,70950.02,0.7022634201,4,2,34,42
5,240,0,31308.39,1,4,2,77,1
24.98,204,98602.49,71470.16,0.9508049023,4,2,22,36
75,204,47703.22,43894.36,0,4,3,63,10
1,240,0,79672.57,1,1,2,71,20
1,210,27501.2,23291.73,0,1,2,69,9
70,230,10496.9,11646.56,0.918112301,3,4,38,46
1,230,10496.9,11646.56,0.9444290846,3,4,38,46
94,240,41584.38,51142.95,0.7418570697,4,2,38,44
1,230,10562.41,11646.56,0.9420137792,3,4,38,46
94,240,75321.19,77574.16,0,4,2,45,2
8,204,0,18903.13,0.7211344625,4,3,49,23
2,240,16731.9,19512.09,0.9309351279,3,2,31,54
1,240,61217.05,68704.03,0,1,2,62,24
24.98,240,149010.47,192544.11,0,1,2,51,23
1,240,52308.26,60248.76,0.1317952436,1,2,80,2
24.98,230,10496.9,11653.17,0.9351137931,3,4,38,46
14,240,43664.38,52523.88,0,5,2,65,15
24.98,240,75946.98,74050.07,0,4,2,45,3
4,240,0,67614.84,1,4,2,65,1
24.98,240,39311.06,45152,0,4,2,22,14
7,204,26715.86,28341.97,0,1,2,37,3
64,240,34067.09,31454.98,0,1,2,55,10
90,240,0,71735.9,1,1,2,69,3
24.98,240,79337.65,64088.64,0,4,2,30,21
24.98,240,135252.9,126390.67,0,1,2,39,5
8,180,0,64879.2,1,1,2,86,2
24.98,204,46634.19,41366.33,0,4,3,43,12
24.98,180,12871.68,15215.46,0,4,2,35,12
0,180,16631.99,19290.39,0,4,3,22,23
6,240,48111.26,47585.57,0,4,2,33,10
4,240,60060.92,64722.98,0,1,2,71,13
24.98,240,71004.73,69370.97,0,1,2,18,1
24.98,240,65810.35,79460.2,0,1,2,36,12
24.98,204,20539.5,22771.24,0,4,3,27,5
24.98,204,43453.49,51295.83,0,4,3,35,23
4,240,0,50985.46,1,1,2,80,7
24.98,180,60542.56,54964.29,0,1,2,39,6
32,204,75691.33,76959.76,0,4,3,43,1
2,180,21231.14,51466.9,0.762522476,4,3,46,48
61,180,35112.86,42783.55,0.1792906386,1,2,81,5
24.98,240,84650.57,68808.07,0,1,2,32,13
0,120,0,40086.69,1,1,2,87,3
24.98,228,12704.98,12644.76,0,4,2,33,0
10,228,0,48625.73,1,4,2,80,2
2,192,0,54903.19,1,4,3,76,2
94,180,56125.34,59631.09,0,1,2,65,6
26,230,60066.57,62082,0,4,2,44,2
1,239,0,109597.23,0.8167293253,1,2,49,3
24.98,204,60318.06,62374.81,0,4,3,31,13
17,240,58926.01,56918.76,0,1,2,52,5
33,180,0,30240.54,1,1,2,82,6
24.98,204,41194.31,51763.49,0.7465354439,4,3,25,46
24.98,240,59431.58,68757.48,0,4,2,46,12
24.98,240,24987.14,21694.99,0,4,2,45,18
24.98,240,53329.43,68136.35,0,1,2,27,24
1,120,0,20632.9,0.7002718869,4,3,37,18
94,204,19859.53,20127.26,0,4,3,36,1
1,180,41976.35,42422,0.5650848651,1,2,45,36
24.98,240,56376.87,54556.4,0,4,2,27,3
53,240,52713.93,51290.92,0,1,2,77,2
24.98,120,16770.84,15579.87,0,1,2,71,4
52,204,51257.85,50082,0,4,3,30,3
24.98,180,27674.36,26635.3,0.7229868431,4,2,25,26
89,148,22796.37,22366.86,0,4,3,53,4
24.98,240,48263.81,46087.83,0,5,2,32,3
7,224,14223.04,14565.86,0.9072241529,3,2,24,59
91,204,47376.03,61826.21,0.7434446881,4,3,49,44
24.98,240,15255.95,17121.76,0,1,2,51,17
24.98,240,39633.7,45604.04,0.13091691,1,2,53,3
1,240,0,47489.04,1,4,2,73,12
24.98,240,66389.79,75850.92,0.1247332267,1,2,69,5
24.98,100,39540.61,36251.13,0,1,2,58,5
24.98,204,43052.73,46534.82,0,4,3,39,19
24.98,240,62880.88,62470.8,0,1,2,51,0
24.98,120,18272.74,21838.28,0,1,2,25,13
5,120,21298.33,26540.84,0,1,2,56,9
24.98,240,82988.44,85775.96,0,1,2,41,5
56,204,0,53305.14,0.7100429036,4,3,49,6
24.98,180,73671.87,71448.6,0,4,3,30,18
24.98,240,32295.54,35632.5,0,1,2,25,12
2,228,0,34832.2,1,4,2,66,15
24.98,240,42623.69,43146.14,0.619004719,1,2,44,26
24.98,158,395674.58,330953.83,0,1,2,21,10
24.98,240,44553.31,40154.93,0,1,2,48,7
5,120,0,48810.08,0.5086045732,1,2,32,35
26,204,76138.1,68318.53,0,1,2,30,8
24.98,240,71658.62,72461.98,0,5,2,56,4
54,180,76442.06,73931.01,0,1,2,49,3
3,180,46075.32,50202.49,0.6544074221,1,2,47,31
24.98,240,12180.73,10422.73,0,5,2,44,16
1,180,66479.87,66226.38,0,1,2,44,0
27,204,34883.82,39348.9,0,1,2,58,21
24.98,240,34835.38,38675.33,0,1,2,26,16
24.98,180,102772.8,98798.49,0,1,2,26,3
24.98,240,29790.91,35625.98,0,1,2,30,12
26,204,0,57025.97,0.7300270134,4,3,37,21
24.98,240,26567.77,31350.52,0,4,2,47,21
24.98,204,67876.14,56697.09,0,4,3,22,17
4,204,10461.89,10472.13,0,4,3,35,6
5,240,0,137087.14,1,1,2,45,25
2,204,0,47461.68,1,4,3,75,2
1,240,35548.69,33089.34,0,4,2,69,6
4,240,32498.11,44513.51,0.7050293695,4,2,35,31
24.98,240,2052.7,18292.27,0.740815453,1,2,24,47
0,180,0,75213.12,0.6011693742,1,2,36,55
1,180,0,16001.36,0.7548378917,1,2,36,8
24.98,240,39575.52,36766.64,0,1,2,46,5
94,229,15057.23,17821.77,0.9150370586,3,2,25,58
1,240,0,102908.31,1,1,2,68,5
24.98,240,121036.58,108049.99,0,1,2,20,8
56,229,15163.51,18102.58,0.954260111,3,2,23,60
2,204,38038.06,38374.4,0,4,3,20,1
1,204,108667.73,66664.68,0.7574018419,4,3,29,55
24.98,240,66887.05,75737.93,0,4,2,28,21
94,204,61605.85,56080.5,0,4,3,37,11
1,204,40184.79,41539.38,0,1,2,44,0
3,204,0,164550.6,0.6392871875,1,2,48,5
24.98,240,32879.13,32034.66,0,1,2,54,2
